reviewId;userName;userImage;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion;sentiment_polarity;sentiment_subjective;wordCount;uppercaseCharCount;specialCharCount;sentiment_rating;content_without_stopwords
6b1ea07c-62e2-4d01-bf81-cac8824d74d0;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ok;5;0;;30/06/2024 13:36;Dear Afiaazka Afia, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;30/06/2024 14:42;;0.5;0.5;1;0;0;Positive;ok
b7e22a29-9128-4145-bb4b-19ddfc0a5373;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;saya udh bayar tp gagal dan duitnya ga dikembalikan gimana sih ga amanat bngtt;1;0;;21/06/2024 01:42;Dear Putrilenggo, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;21/06/2024 01:48;;0.0;0.0;14;0;0;Negative;udh bayar tp gagal duitnya ga dikembalikan gimana sih ga amanat bngtt
8246d8e9-4402-45a9-936b-bb9a8a825b1e;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;pelayanan lama, tidak bisa membatalkan dan refund uang, terakhir kali makai klikdokter;1;0;;15/06/2024 01:46;Dear Muhammad Fahmi Ashadi, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;15/06/2024 02:28;;0.0;0.0;12;0;2;Negative;pelayanan lama, membatalkan refund uang, kali makai klikdokter
eb03aceb-5b99-4324-b285-5133f2e72938;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus tanpa harus pergi ke rs atu klinik..;5;0;v2.5.2;11/06/2024 02:13;Dear Yuli dian23, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;11/06/2024 02:16;v2.5.2;0.0;0.0;8;0;2;Positive;bagus pergi rs atu klinik..
bf5c2653-7bab-4147-ba39-1952abbdb7f3;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sangat membantu sekali;5;0;v2.5.2;11/06/2024 01:42;Dear Wahyu Eko Raharjo, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;11/06/2024 01:45;v2.5.2;0.0;0.0;3;0;0;Positive;membantu
5d0633ba-6613-4b63-a66e-45fd4af2814f;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;buruk, buang2 duit , udh lama bgt loadingnya eror mlu, udh install ulang buang2 kuota, doktet lama responnya blm slesai kejawab udh abs waktunya, klo ga mampu jawab ato overload gausah online jgn pda donlot tar nyeselll;1;3;v2.5.2;06/06/2024 04:40;Dear Friska Andara, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;20/06/2023 13:26;v2.5.2;0.0;0.0;37;0;5;Negative;buruk, buang2 duit , udh bgt loadingnya eror mlu, udh install ulang buang2 kuota, doktet responnya blm slesai kejawab udh abs waktunya, klo ga ato overload gausah online jgn pda donlot tar nyeselll
9f922086-5508-4169-8af5-bfb165029654;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;good;5;0;;03/06/2024 21:49;Hai Aryadi Permana, terima kasih atas reviewnya, terus gunakan aplikasi KlikDokter karena selain bisa chat dengan dokter, masih banyak fitur lainnya yang tersedia. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;03/06/2024 23:02;;0.7;0.6000000000000001;1;0;0;Positive;good
df51e1d3-42d7-4dc9-abdb-3661189531bb;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;in kenapa kok g bisa terhubung saldo 0 trs padahal sudah di isi;3;0;;02/06/2024 11:40;Dear Ca Nca, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;02/06/2024 15:16;;0.0;0.0;13;0;0;Neutral;in g terhubung saldo 0 trs isi
a6170c7b-5db8-499a-a82e-680e64d5ee6b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;mohon perbaikannya pada bug;4;1;v2.5.2;01/06/2024 11:16;Dear UpNormal Traveller, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;25/04/2024 02:49;v2.5.2;0.0;0.0;4;0;0;Positive;mohon perbaikannya bug
6ad8fd05-8c22-4ae6-983e-79e226689af2;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;nggak bisa masuk akun klikdokter, katanya no hp sudah terdaftar, ya emang sudah daftar kan mau masuk, gimana sih min mohon diperbaiki secepatnya..;1;11;v2.5.2;31/05/2024 09:32;Dear Atikah Salsabilla, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;31/05/2024 08:30;v2.5.2;0.0;0.0;23;0;5;Negative;nggak masuk akun klikdokter, no hp terdaftar, ya emang daftar masuk, gimana sih min mohon diperbaiki secepatnya..
f20ddb4d-b686-419a-8671-77eed4c84400;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;mantap;5;0;;28/05/2024 05:35;Dear Anggna Syahptra, terima kasih atas kepercayaan menjadikan KlikDokter sebagai solusi kesehatan terbaik untuk kamu dan keluarga. Nikmati fitur menarik lainnya agar mendapatkan informasi kesehatan yang kamu butuhkan. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;31/05/2024 08:32;;0.0;0.0;1;0;0;Positive;mantap
2d209da5-23ba-4090-bdcb-24fbd6327e6e;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;tidak ada respon sma skali,padahal udah di bayar!;1;1;v2.5.2;22/05/2024 16:37;Dear Evangli Engka, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;22/05/2024 16:44;v2.5.2;0.0;0.0;8;0;2;Negative;respon sma skali,padahal udah bayar!
373baba9-ac0f-44c3-9819-62ac5e814279;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;6e3 ki òo;3;0;v2.3.51;21/05/2024 08:43;Dear Andon Suradji, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;21/05/2024 10:05;v2.3.51;0.0;0.0;3;0;0;Neutral;6e3 ki òo
cd31bc30-638d-4615-900e-1914127ea491;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;tolong ya bilang ke dokter nya saya tuh bayar ya cuma konsultasi doang, saya sudah chat keluhan sakit saya tapi cuma diread dan status online tidak dibales selama 30 menit saya tunggu ,uang tidak bisa di refund dan tidak ada jawaban sama sekali, sangat sangat sangat kecewa untuk pertama & terakhir menggunakan apk ini;1;17;v2.5.1;10/05/2024 15:24;Dear Sheren Day, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;10/05/2024 15:28;v2.5.1;0.0;0.0;54;0;4;Negative;tolong ya bilang dokter nya tuh bayar ya konsultasi doang, chat keluhan sakit diread status online dibales 30 menit tunggu ,uang refund sekali, kecewa & apk
40cda68d-485a-4308-bc69-773c13cab766;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi ini sangat sangat jelek. uang saya hilang disini. konsultasi dibatalkan, uang yg sudah terlanjur masuk sebesar 50.000 diganti dengan voucher 50.000. tapi ternyata voucher tidak bisa digunakan. baru saya gunakan 10.000, yg lainnya hangus padahal tertulis kode voucher bisa digunakan sampai bulan selanjutnya. percuma aplikasi seperti ini, penipuan berkedok kesehatan.;1;9;v2.4.1;04/05/2024 03:27;Dear Sri Kustiyani, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;04/05/2024 03:34;v2.4.1;0.0;0.0;51;0;12;Negative;aplikasi jelek. uang hilang disini. konsultasi dibatalkan, uang yg terlanjur masuk 50.000 diganti voucher 50.000. voucher digunakan. 10.000, yg hangus tertulis kode voucher selanjutnya. aplikasi ini, penipuan berkedok kesehatan.
2add140c-98f4-4ce0-86c2-f1a4061e480d;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;kurang sip;1;0;2.3.1;01/05/2024 04:59;Dear yulfi prasetiawan, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;01/05/2024 05:03;2.3.1;0.0;0.0;2;0;0;Negative;sip
601ef4a0-4566-4c37-bc62-38800772ea06;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sangat bermanfaat walaupun banyak delaynya..;5;9;v2.4.1;28/04/2024 06:59;Dear Hermansyah Nur Ahmad, terima kasih telah menjadikan KlikDokter sebagai solusi kesehatan terbaik untuk kamu dan keluarga. Nikmati fitur menarik lainnya agar mendapatkan informasi kesehatan yang kamu butuhkan. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;28/04/2024 07:27;v2.4.1;0.0;0.0;5;0;2;Positive;bermanfaat delaynya..
c91aae65-bf9c-4beb-89bc-d123e4de7c55;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;tolong....klo dokternya tidak ada jadwal kasih status offline....dokter tidak ada jadwal tapi statusnya online....buang2 duit konsul tapi g di bales karena bukan jadwalnya gara2 liat statusnya online....hadeuh;3;3;v2.4.1;19/04/2024 08:04;Dear Allinea 99, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;19/04/2024 08:07;v2.4.1;0.0;0.0;27;0;16;Neutral;tolong....klo dokternya jadwal kasih status offline....dokter jadwal statusnya online....buang2 duit konsul g bales jadwalnya gara2 liat statusnya online....hadeuh
55c61d85-89f1-4caf-8d0a-1c12b4022408;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ampas aplikadinya;1;0;v2.4.1;03/04/2024 20:04;Dear Ahmad Afrizal, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;03/04/2024 20:54;v2.4.1;0.0;0.0;2;0;0;Negative;ampas aplikadinya
c4e11358-e092-4eb7-8c84-051f3df7bb5f;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;app lemot;1;0;v2.3.6;28/03/2024 05:39;Dear Fajar Mayang, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;28/03/2024 05:54;v2.3.6;0.0;0.0;2;0;0;Negative;app lemot
774f2c9d-e46b-487b-95fd-51a66135777d;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sudah transfer buar konsul malah dokter mya batalin...mn cash nya masuk jadi voucher...aplikasi ga guna;1;2;v2.3.6;08/03/2024 17:29;Dear Javanesse Antiques, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;13/03/2024 08:42;v2.3.6;0.0;0.0;15;0;6;Negative;transfer buar konsul dokter mya batalin...mn cash nya masuk voucher...aplikasi ga
a15bca09-a44f-4612-9714-81328cdafad5;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;gatal badan dan kepala ?;5;0;1.27.15;06/03/2024 06:49;Dear Yulius bulo, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;06/03/2024 07:12;1.27.15;0.0;0.0;5;0;1;Positive;gatal badan kepala ?
129eea9f-c58f-4e5d-9c14-11ecafc17f82;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;harusnya terintegrasi dengan baik. nyata nya semua ditanya tanya lewat wa dengan cs klik dokter. percuma donk ada aplikasi. trus resep lama sekali tdk muncuk muncul sudah s3lesai chat padahal 1,5 jam sebelumnya;1;12;v2.3.51;01/03/2024 04:14;Dear Lia Fidiyanti, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;01/03/2024 04:28;v2.3.51;0.0;0.0;33;0;4;Negative;terintegrasi baik. nyata nya wa cs klik dokter. donk aplikasi. trus resep tdk muncuk muncul s3lesai chat 1,5 jam
f1d07deb-39b9-4653-abf6-6b772cc09104;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus;5;0;v2.3.51;28/02/2024 16:07;Dear Petir M.Fatir.Fatir.144, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu;28/02/2024 16:09;v2.3.51;0.0;0.0;1;0;0;Positive;bagus
5fdb7aa6-41bc-455d-b840-263ef31668a1;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ruweet.. ruwet.. ruwet;1;0;v2.3.4;10/02/2024 08:20;Dear Jhon Erizal, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. #JagaSehatmu;10/02/2024 11:53;v2.3.4;0.0;0.0;3;0;4;Negative;ruweet.. ruwet.. ruwet
b80c38b6-e024-4de1-9e64-acd5a7b15746;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;dulu pernah gratis buat konsultasi kok sekarang bayar sih ,?;2;0;;08/02/2024 12:54;Dear Nunung Nurhayati, mohon maaf atas ketidaknyamanannya terkait layanan konsultasi Instan atau konsultasi gratis saat ini tidak tersedia. Kami senantiasa meningkatkan layanan konsultasi.Tidak perlu khawatir karena kami sediakan berbagai promo konsultasi. #JagaSehatmu;08/02/2024 14:22;;0.0;0.0;10;0;2;Negative;gratis konsultasi bayar sih ,?
